drug,Blood and lymphatic system disorders,Cardiac disorders,"Congenital, familial and genetic disorders",Ear and labyrinth disorders,Endocrine disorders,Eye disorders,Gastrointestinal disorders,General disorders and administration site conditions,Hepatobiliary disorders,Immune system disorders,Infections and infestations,"Injury, poisoning and procedural complications",Investigations,Metabolism and nutrition disorders,Musculoskeletal and connective tissue disorders,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",Nervous system disorders,"Pregnancy, puerperium and perinatal conditions",Product issues,Psychiatric disorders,Renal and urinary disorders,Reproductive system and breast disorders,"Respiratory, thoracic and mediastinal disorders",Skin and subcutaneous tissue disorders,Social circumstances,Surgical and medical procedures,Vascular disorders
canagliflozin,0.0029787344263993575,0.018390447328204728,0.0007511591162224468,0.001968554925272619,0.0006734530007511591,0.007019452430906312,0.053047374828399,0.0839226047089906,0.0034449711192270833,0.005543036236951848,0.1561374880203072,0.05514543994612376,0.08723806563576554,0.1331623798792965,0.024606936565907737,0.004765975082238972,0.052451627943119125,0.00036262853886600877,0.002408889579609915,0.01385759059237962,0.09969694614966197,0.014712357862563783,0.013184137591628462,0.06509182272644858,0.001994456963763048,0.07861268681845261,0.018830781982542025
candicidin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
canrenone,0.05063291139240506,0.0379746835443038,0.0,0.0,0.0,0.012658227848101266,0.06329113924050633,0.06329113924050633,0.0379746835443038,0.0,0.0,0.05063291139240506,0.02531645569620253,0.22784810126582278,0.0,0.0,0.05063291139240506,0.0,0.0,0.05063291139240506,0.0759493670886076,0.012658227848101266,0.02531645569620253,0.12658227848101267,0.0,0.012658227848101266,0.0759493670886076
cantharidin,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.045454545454545456,0.2727272727272727,0.0,0.0,0.045454545454545456,0.18181818181818182,0.0,0.0,0.022727272727272728,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.29545454545454547,0.022727272727272728,0.0,0.0
caprylic acid,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091
capsaicin,0.0020584602717167557,0.006587072869493619,0.0004116920543433512,0.0008233841086867024,0.0004116920543433512,0.026348291477974475,0.03170028818443804,0.3289419514203376,0.0008233841086867024,0.023054755043227664,0.02387813915191437,0.13091807328118568,0.01070399341292713,0.0016467682173734047,0.015232606010703994,0.004940304652120214,0.10333470564018114,0.0,0.011115685467270481,0.02181967888019761,0.0020584602717167557,0.0032935364347468094,0.08027995059695348,0.14985590778097982,0.004116920543433511,0.0008233841086867024,0.014820913956360642
caramiphen,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carbachol,0.003703703703703704,0.04814814814814815,0.0,0.001851851851851852,0.0,0.21481481481481482,0.14444444444444443,0.11666666666666667,0.0,0.009259259259259259,0.06481481481481481,0.03148148148148148,0.024074074074074074,0.003703703703703704,0.003703703703703704,0.0,0.1,0.0,0.005555555555555556,0.016666666666666666,0.0,0.001851851851851852,0.020370370370370372,0.1425925925925926,0.0,0.001851851851851852,0.044444444444444446
carbaril,0.0,0.10526315789473684,0.0,0.0,0.0,0.02631578947368421,0.07894736842105263,0.05263157894736842,0.0,0.02631578947368421,0.0,0.02631578947368421,0.0,0.02631578947368421,0.0,0.0,0.02631578947368421,0.0,0.0,0.13157894736842105,0.0,0.0,0.13157894736842105,0.3684210526315789,0.0,0.0,0.0
carbarsone,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carbazochrome,0.00851063829787234,0.06914893617021277,0.0010638297872340426,0.013829787234042552,0.0010638297872340426,0.010638297872340425,0.14042553191489363,0.18085106382978725,0.011702127659574468,0.031914893617021274,0.0031914893617021275,0.005319148936170213,0.029787234042553193,0.011702127659574468,0.005319148936170213,0.0031914893617021275,0.1,0.0,0.0,0.02127659574468085,0.009574468085106383,0.0010638297872340426,0.06063829787234042,0.2297872340425532,0.0,0.0,0.05
carbenoxolone,0.0019193857965451055,0.05950095969289827,0.0,0.0,0.0,0.01727447216890595,0.05182341650671785,0.2495201535508637,0.009596928982725527,0.0019193857965451055,0.003838771593090211,0.0,0.03838771593090211,0.2053742802303263,0.04030710172744722,0.0,0.12284069097888675,0.0,0.0,0.009596928982725527,0.030710172744721688,0.005758157389635317,0.02495201535508637,0.06525911708253358,0.0,0.0,0.061420345489443376
carbetapentane,0.0028957528957528956,0.03957528957528957,0.0009652509652509653,0.003861003861003861,0.0,0.023166023166023165,0.17471042471042472,0.10231660231660232,0.004826254826254826,0.02895752895752896,0.01447876447876448,0.052123552123552123,0.021235521235521235,0.004826254826254826,0.012548262548262547,0.0,0.14092664092664092,0.0,0.0028957528957528956,0.08204633204633205,0.005791505791505791,0.003861003861003861,0.12451737451737452,0.11969111969111969,0.0009652509652509653,0.0019305019305019305,0.03088803088803089
carbetocin,0.0,0.12171052631578948,0.0,0.0,0.0,0.006578947368421052,0.0756578947368421,0.1875,0.0,0.04276315789473684,0.0,0.03618421052631579,0.04276315789473684,0.0,0.003289473684210526,0.0,0.08881578947368421,0.08552631578947369,0.0,0.003289473684210526,0.006578947368421052,0.04276315789473684,0.06578947368421052,0.08881578947368421,0.0,0.009868421052631578,0.09210526315789473
carbimazole,0.19455298993487272,0.008644168146832444,0.01669626998223801,0.003078744819419775,0.017169923031379514,0.012551805802249853,0.055298993487270576,0.07945529899348727,0.06477205447010065,0.008288928359976317,0.03019538188277087,0.013025458851391355,0.0738898756660746,0.00994671403197158,0.056127886323268206,0.0022498519834221434,0.04251036116044997,0.0040260509177027825,0.0020130254588513912,0.013143872113676732,0.006986382474837182,0.005210183540556542,0.02699822380106572,0.2442865600947306,0.0008288928359976317,0.0008288928359976317,0.007223208999407934
carfilzomib,0.06180767378391395,0.06523251458232997,0.0005886445122277519,0.0028361962861882593,0.001230802161930754,0.007866431208861775,0.05677743886124043,0.1859046395890191,0.006689142184406272,0.006475089634505271,0.076791352276984,0.07384812971584524,0.0788248515010435,0.03221490876010061,0.03863648525713063,0.03398084229678386,0.0605768716219832,0.0,0.0010167496120297532,0.026810081875100335,0.031626264247872855,0.0011237758869802536,0.07727297051426125,0.020281479103119816,0.0039599721731685125,0.012896666131535292,0.034730026221437366
carglumic acid,0.02735562310030395,0.0243161094224924,0.0,0.0,0.0,0.00303951367781155,0.1580547112462006,0.12462006079027356,0.0060790273556231,0.00303951367781155,0.11246200607902736,0.1884498480243161,0.0911854103343465,0.0668693009118541,0.00303951367781155,0.00911854103343465,0.08206686930091185,0.0,0.00911854103343465,0.00303951367781155,0.00303951367781155,0.0,0.030395136778115502,0.02127659574468085,0.0,0.030395136778115502,0.00303951367781155
carmofur,0.037037037037037035,0.037037037037037035,0.0,0.0,0.0,0.012345679012345678,0.06172839506172839,0.16049382716049382,0.0,0.0,0.0,0.0,0.037037037037037035,0.012345679012345678,0.0,0.0,0.3950617283950617,0.0,0.0,0.06172839506172839,0.09876543209876543,0.0,0.012345679012345678,0.04938271604938271,0.0,0.0,0.024691358024691357
carmustine,0.08038243626062323,0.03523371104815864,0.002124645892351275,0.002301699716713881,0.0017705382436260624,0.014695467422096316,0.06568696883852691,0.12199008498583569,0.022131728045325778,0.011508498583569405,0.10711756373937677,0.044794617563739376,0.037181303116147306,0.017174220963172806,0.01363314447592068,0.039660056657223795,0.1559844192634561,0.00017705382436260624,0.000708215297450425,0.017174220963172806,0.015226628895184136,0.002124645892351275,0.10003541076487252,0.034171388101983,0.000708215297450425,0.004072237960339943,0.05223087818696884
carprofen,0.0,0.008849557522123894,0.0022123893805309734,0.004424778761061947,0.0,0.011061946902654867,0.11283185840707964,0.04424778761061947,0.00663716814159292,0.084070796460177,0.004424778761061947,0.011061946902654867,0.004424778761061947,0.0022123893805309734,0.00663716814159292,0.0,0.030973451327433628,0.0,0.0,0.008849557522123894,0.09955752212389381,0.0022123893805309734,0.011061946902654867,0.5353982300884956,0.0,0.0,0.008849557522123894
carteolol,0.006734006734006734,0.12457912457912458,0.001122334455667789,0.010101010101010102,0.001122334455667789,0.15151515151515152,0.030303030303030304,0.0819304152637486,0.003367003367003367,0.014590347923681257,0.03254769921436588,0.031425364758698095,0.051627384960718295,0.030303030303030304,0.03928170594837262,0.0,0.14029180695847362,0.003367003367003367,0.004489337822671156,0.037037037037037035,0.007856341189674524,0.005611672278338945,0.06397306397306397,0.07856341189674523,0.0,0.003367003367003367,0.04489337822671156
carumonam,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.0,0.0,0.0
cefamandole,0.0509926854754441,0.055381400208986416,0.0002089864158829676,0.003761755485893417,0.0002089864158829676,0.0148380355276907,0.08150470219435736,0.14879832810867294,0.017136886102403343,0.06060606060606061,0.011703239289446186,0.00522466039707419,0.07502612330198537,0.006269592476489028,0.003552769070010449,0.0010449320794148381,0.05496342737722048,0.0,0.0,0.012539184952978056,0.029258098223615466,0.0014629049111807733,0.07042842215256008,0.2160919540229885,0.0,0.0,0.07899686520376176
cefathiamidine,0.0008438818565400844,0.07257383966244725,0.00016877637130801687,0.003881856540084388,0.0,0.020590717299578058,0.1589873417721519,0.15831223628691984,0.004388185654008439,0.06953586497890295,0.001350210970464135,0.0015189873417721519,0.01569620253164557,0.0018565400843881857,0.004556962025316456,0.0,0.09687763713080169,0.0,0.0,0.014683544303797468,0.002869198312236287,0.0006751054852320675,0.07628691983122363,0.24928270042194092,0.0,0.0,0.045063291139240506
cefcapene,0.02744853399875234,0.006862133499688085,0.0,0.0037429819089207735,0.0,0.01372426699937617,0.1802869619463506,0.06737367436057393,0.0792264504054897,0.039925140361821584,0.03368683718028696,0.01372426699937617,0.06051154086088584,0.028696194635059263,0.016219588271990017,0.0006238303181534623,0.09794135995009358,0.0,0.0012476606363069245,0.011852776044915784,0.020586400499064253,0.0012476606363069245,0.028696194635059263,0.2557704304429195,0.0,0.0,0.010605115408608859
cefditoren,0.014668367346938776,0.01403061224489796,0.00031887755102040814,0.002232142857142857,0.0,0.011160714285714286,0.25350765306122447,0.07716836734693877,0.021683673469387755,0.01913265306122449,0.05612244897959184,0.01721938775510204,0.029974489795918366,0.022002551020408163,0.01020408163265306,0.0006377551020408163,0.06600765306122448,0.0,0.0009566326530612245,0.018494897959183673,0.011798469387755101,0.0028698979591836736,0.030293367346938774,0.30612244897959184,0.00031887755102040814,0.0006377551020408163,0.012436224489795918
cefetamet,0.01832460732984293,0.007853403141361256,0.0,0.007853403141361256,0.0,0.005235602094240838,0.3036649214659686,0.08115183246073299,0.002617801047120419,0.010471204188481676,0.11780104712041885,0.002617801047120419,0.02617801047120419,0.005235602094240838,0.007853403141361256,0.0,0.06544502617801047,0.0,0.0,0.010471204188481676,0.010471204188481676,0.002617801047120419,0.02356020942408377,0.27486910994764396,0.0,0.0,0.015706806282722512
cefmenoxime,0.021723896285914507,0.051156271899089,0.000700770847932726,0.011212333566923615,0.0,0.011913104414856343,0.07778556412053259,0.12824106517168885,0.00350385423966363,0.10371408549404344,0.009810791871058164,0.00350385423966363,0.039243167484232656,0.004204625087596356,0.00700770847932726,0.0,0.04555010511562719,0.001401541695865452,0.0,0.014716187806587245,0.006306937631394534,0.002803083391730904,0.06797477224947442,0.3398738612473721,0.0,0.0,0.04765241765942537
cefmetazole,0.017234848484848485,0.04015151515151515,0.0,0.005871212121212121,0.0,0.02159090909090909,0.10757575757575757,0.13731060606060605,0.01553030303030303,0.07102272727272728,0.009848484848484848,0.0011363636363636363,0.03238636363636364,0.002840909090909091,0.005871212121212121,0.0003787878787878788,0.06363636363636363,0.0001893939393939394,0.0,0.007954545454545454,0.006818181818181818,0.0011363636363636363,0.05928030303030303,0.3424242424242424,0.0,0.0001893939393939394,0.04962121212121212
cefminox,0.009213051823416507,0.06679462571976967,0.0,0.01036468330134357,0.0,0.014971209213051824,0.1071017274472169,0.1562380038387716,0.011900191938579654,0.0710172744721689,0.004606525911708253,0.0007677543186180423,0.04030710172744722,0.0019193857965451055,0.007293666026871401,0.0,0.07370441458733205,0.0,0.0,0.014587332053742802,0.0023032629558541267,0.00038387715930902113,0.07677543186180422,0.2928982725527831,0.0,0.0,0.03685220729366603
cefodizime,0.007480448826929616,0.04080244814688881,0.00034002040122407346,0.004420265215912955,0.0,0.0217613056783407,0.10438626317579054,0.1744304658279497,0.01394083645018701,0.06426385583134989,0.003740224413464808,0.0010200612036722204,0.02550153009180551,0.0017001020061203672,0.006800408024481469,0.0,0.08636518191091465,0.0,0.0,0.00986059163549813,0.009180550833049982,0.0,0.07378442706562394,0.3049982998979939,0.0,0.0,0.045222713362801766
cefonicid,0.03464870067372473,0.04908565928777671,0.0019249278152069298,0.0038498556304138597,0.0,0.006737247353224254,0.0904716073147257,0.2088546679499519,0.007699711260827719,0.07025986525505294,0.05871029836381136,0.0019249278152069298,0.015399422521655439,0.004812319538017324,0.008662175168431183,0.0,0.07218479307025986,0.0,0.0009624639076034649,0.016361886429258902,0.011549566891241578,0.006737247353224254,0.06448508180943215,0.20596727622714148,0.0,0.0009624639076034649,0.05774783445620789
ceforanide,0.0,0.041666666666666664,0.0,0.020833333333333332,0.0,0.0,0.14583333333333334,0.16666666666666666,0.0,0.08333333333333333,0.020833333333333332,0.0,0.020833333333333332,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.14583333333333334,0.1875,0.0,0.0,0.125
cefoselis,0.05,0.0375,0.0,0.0,0.0,0.0,0.025,0.1125,0.025,0.0,0.0,0.0,0.075,0.0,0.0125,0.0,0.3,0.0,0.0,0.1625,0.0625,0.0,0.0375,0.0875,0.0,0.0,0.0125
cefotiam,0.014858052533828601,0.034491907667816395,0.00013266118333775536,0.004377819050145927,0.0,0.01631732555054391,0.12907933138763597,0.17312284425577076,0.013133457150437781,0.054523746351817455,0.019368532767312284,0.0013266118333775537,0.07574953568585832,0.004377819050145927,0.005306447333510215,0.00013266118333775536,0.06102414433536747,0.00013266118333775536,0.00013266118333775536,0.009551605200318386,0.010082249933669409,0.0005306447333510214,0.048951976651631736,0.2881400902096047,0.0,0.0,0.03515521358450517
cefozopran,0.10628019323671498,0.004830917874396135,0.00966183574879227,0.0,0.004830917874396135,0.0,0.043478260869565216,0.07246376811594203,0.10144927536231885,0.06763285024154589,0.06763285024154589,0.0,0.11594202898550725,0.024154589371980676,0.00966183574879227,0.004830917874396135,0.07246376811594203,0.0,0.0,0.0,0.057971014492753624,0.0,0.05314009661835749,0.15942028985507245,0.004830917874396135,0.0,0.01932367149758454
cefpiramide,0.010135135135135136,0.046875,0.0004222972972972973,0.002533783783783784,0.0,0.017736486486486486,0.22212837837837837,0.1423141891891892,0.002533783783783784,0.04349662162162162,0.0029560810810810812,0.0008445945945945946,0.015625,0.008445945945945946,0.006756756756756757,0.0,0.08277027027027027,0.0,0.0004222972972972973,0.00633445945945946,0.0029560810810810812,0.001266891891891892,0.0772804054054054,0.2791385135135135,0.0,0.0,0.02702702702702703
cefpirome,0.06896551724137931,0.032567049808429116,0.0,0.009578544061302681,0.0019157088122605363,0.009578544061302681,0.1111111111111111,0.07279693486590039,0.034482758620689655,0.06321839080459771,0.038314176245210725,0.0,0.0421455938697318,0.009578544061302681,0.005747126436781609,0.0038314176245210726,0.05938697318007663,0.0,0.0,0.009578544061302681,0.019157088122605363,0.0,0.06896551724137931,0.3065134099616858,0.0,0.0,0.032567049808429116
cefradine,0.01026167265264238,0.028561655549854625,0.0013682230203523175,0.007525226611937746,0.0,0.014195313836155294,0.1806054386865059,0.10945784162818539,0.008209338122113904,0.06550367709936719,0.018642038652300325,0.0023943902856165553,0.013682230203523174,0.0034205575508807935,0.009235505387378143,0.0003420557550880794,0.08790832905763639,0.0001710278775440397,0.0003420557550880794,0.012827090815802977,0.038481272447408926,0.0011971951428082776,0.05814947836497349,0.2946810330083804,0.0003420557550880794,0.0,0.03249529673336754
cefsulodin,0.0625,0.0,0.0,0.015625,0.0,0.046875,0.265625,0.078125,0.03125,0.046875,0.03125,0.0,0.015625,0.015625,0.0,0.0,0.0625,0.0,0.0,0.0,0.03125,0.0,0.0,0.25,0.0,0.0,0.046875
ceftaroline fosamil,0.19230769230769232,0.01856763925729443,0.0,0.002652519893899204,0.0,0.006631299734748011,0.04509283819628647,0.1286472148541114,0.007957559681697613,0.013262599469496022,0.07294429708222812,0.14323607427055704,0.07029177718832891,0.01989389920424403,0.009283819628647215,0.002652519893899204,0.029177718832891247,0.001326259946949602,0.009283819628647215,0.007957559681697613,0.04509283819628647,0.0,0.04509283819628647,0.11405835543766578,0.0,0.002652519893899204,0.011936339522546418
celiprolol,0.016456582633053222,0.07668067226890757,0.0014005602240896359,0.018207282913165267,0.0017507002801120449,0.018557422969187675,0.0976890756302521,0.13060224089635855,0.008403361344537815,0.003851540616246499,0.00980392156862745,0.014355742296918767,0.0196078431372549,0.02030812324929972,0.03606442577030812,0.0010504201680672268,0.2034313725490196,0.00035014005602240897,0.0010504201680672268,0.06407563025210083,0.012254901960784314,0.01680672268907563,0.0469187675070028,0.1053921568627451,0.0,0.0010504201680672268,0.07387955182072829
cephalothin,0.04233983286908078,0.024512534818941504,0.0019498607242339832,0.005013927576601671,0.0002785515320334262,0.013927576601671309,0.06713091922005571,0.10250696378830083,0.015598885793871866,0.036211699164345405,0.05821727019498607,0.0022284122562674096,0.030919220055710305,0.005571030640668524,0.005571030640668524,0.001392757660167131,0.04540389972144847,0.0005571030640668524,0.0,0.010306406685236769,0.04596100278551532,0.0008356545961002785,0.04874651810584958,0.37270194986072425,0.0,0.0002785515320334262,0.06183844011142061
cephapirin,0.0707070707070707,0.010101010101010102,0.0,0.010101010101010102,0.0,0.0,0.0707070707070707,0.11616161616161616,0.04040404040404041,0.05555555555555555,0.03535353535353535,0.0,0.030303030303030304,0.0,0.010101010101010102,0.0,0.03535353535353535,0.0,0.0,0.010101010101010102,0.005050505050505051,0.0,0.045454545454545456,0.41414141414141414,0.0,0.0,0.04040404040404041
ceramide,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
ceritinib,0.012308533916849015,0.022975929978118162,0.0002735229759299781,0.002461706783369803,0.0010940919037199124,0.006564551422319475,0.2013129102844639,0.17231947483588622,0.047319474835886215,0.0013676148796498905,0.0325492341356674,0.0262582056892779,0.08807439824945296,0.04540481400437637,0.02516411378555799,0.14305251641137856,0.04349015317286652,0.0008205689277899343,0.0016411378555798686,0.01312910284463895,0.024343544857768053,0.0019146608315098468,0.048960612691466086,0.02461706783369803,0.0030087527352297594,0.0016411378555798686,0.007932166301969365
cetrimonium,0.0,0.0,0.0,0.027777777777777776,0.0,0.05555555555555555,0.0,0.25,0.0,0.05555555555555555,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.027777777777777776,0.027777777777777776,0.0,0.4722222222222222,0.0,0.0,0.0
cetylpyridinium,0.006134969325153374,0.006134969325153374,0.0,0.0,0.0,0.012269938650306749,0.3987730061349693,0.07157464212678936,0.002044989775051125,0.018404907975460124,0.014314928425357873,0.032719836400818,0.02044989775051125,0.006134969325153374,0.0081799591002045,0.00408997955010225,0.1574642126789366,0.0,0.07157464212678936,0.03680981595092025,0.0,0.0,0.04294478527607362,0.07975460122699386,0.002044989775051125,0.00408997955010225,0.00408997955010225
chenodeoxycholic acid,0.00909090909090909,0.012121212121212121,0.0030303030303030303,0.006060606060606061,0.0,0.006060606060606061,0.21818181818181817,0.12424242424242424,0.06060606060606061,0.0,0.03333333333333333,0.02727272727272727,0.10606060606060606,0.02727272727272727,0.030303030303030304,0.015151515151515152,0.0696969696969697,0.00909090909090909,0.006060606060606061,0.03636363636363636,0.0030303030303030303,0.012121212121212121,0.01818181818181818,0.11515151515151516,0.0030303030303030303,0.030303030303030304,0.01818181818181818
chidamide,0.2969004893964111,0.05546492659053834,0.0,0.0,0.0,0.0,0.12234910277324633,0.14518760195758565,0.0065252854812398045,0.0,0.026101141924959218,0.0016313213703099511,0.2642740619902121,0.01631321370309951,0.0032626427406199023,0.0,0.0016313213703099511,0.0,0.0,0.0016313213703099511,0.01794453507340946,0.0,0.013050570962479609,0.01794453507340946,0.0,0.0,0.009787928221859706
chlorhexidine,0.004205696807493787,0.013955266679411202,0.0008602561651691837,0.004779200917606577,0.0,0.03010896578092143,0.19413114127317913,0.11164213343528961,0.0011470082202255784,0.08134199961766393,0.04272605620340279,0.06719556490154846,0.02313133244121583,0.004492448862550182,0.009940737908621678,0.0012425922385777097,0.09032689734276429,0.0010514242018734468,0.0077423054865226534,0.01194800229401644,0.0039189447524373925,0.008506977633339706,0.04979927356146052,0.20722615178742115,0.0008602561651691837,0.0034410246606767347,0.024278340661441408
chlormadinone,0.00940733772342427,0.01317027281279398,0.00940733772342427,0.011288805268109126,0.0028222013170272815,0.03574788334901223,0.06773283160865474,0.09501411100658513,0.04233301975540922,0.0028222013170272815,0.00658513640639699,0.047036688617121354,0.04891815616180621,0.03198494825964252,0.03386641580432737,0.06491063029162747,0.11665098777046096,0.01975540921919097,0.011288805268109126,0.05268109125117592,0.008466603951081843,0.07714016933207903,0.047036688617121354,0.08372530573847602,0.0009407337723424271,0.0028222013170272815,0.05644402634054563
chlormidazole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
chlorobutanol,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.05555555555555555,0.0,0.0,0.05555555555555555,0.3888888888888889,0.0,0.0,0.05555555555555555
chlorocresol,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.0
chlorogenic acid,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
chloroprocaine,0.0,0.03626943005181347,0.0,0.008635578583765112,0.0,0.015544041450777202,0.046632124352331605,0.13126079447322972,0.0017271157167530224,0.017271157167530225,0.008635578583765112,0.06563039723661486,0.018998272884283247,0.0,0.2452504317789292,0.0017271157167530224,0.231433506044905,0.0051813471502590676,0.0034542314335060447,0.02936096718480138,0.027633851468048358,0.0017271157167530224,0.05181347150259067,0.02936096718480138,0.0017271157167530224,0.0051813471502590676,0.015544041450777202
chloropyramine,0.022727272727272728,0.045454545454545456,0.0,0.007575757575757576,0.0,0.0,0.06060606060606061,0.14393939393939395,0.015151515151515152,0.05303030303030303,0.007575757575757576,0.06060606060606061,0.007575757575757576,0.0,0.015151515151515152,0.0,0.17424242424242425,0.007575757575757576,0.0,0.05303030303030303,0.0,0.007575757575757576,0.06060606060606061,0.21212121212121213,0.0,0.0,0.045454545454545456
chlorotrianisene,0.023255813953488372,0.023255813953488372,0.0,0.0,0.0,0.046511627906976744,0.13953488372093023,0.23255813953488372,0.023255813953488372,0.0,0.0,0.0,0.023255813953488372,0.0,0.046511627906976744,0.0,0.09302325581395349,0.0,0.0,0.0,0.0,0.09302325581395349,0.09302325581395349,0.06976744186046512,0.0,0.0,0.09302325581395349
chloroxine,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0
chloroxylenol,0.0,0.023255813953488372,0.0,0.0,0.0,0.046511627906976744,0.06976744186046512,0.16279069767441862,0.0,0.06976744186046512,0.0,0.11627906976744186,0.0,0.0,0.023255813953488372,0.0,0.046511627906976744,0.0,0.0,0.023255813953488372,0.0,0.023255813953488372,0.06976744186046512,0.2558139534883721,0.046511627906976744,0.0,0.023255813953488372
chlorphenamine,0.004261259275585923,0.035559473954889426,0.0010285798251414297,0.004922489163176842,0.00022040996253030638,0.033281904342076264,0.1417970758944971,0.10675189185217838,0.0027183895378737784,0.018147086914995225,0.006759238850929395,0.034457424142237895,0.016457277202262876,0.007420468738520315,0.014987877452060833,0.0006612298875909191,0.23084270075674088,0.0008081698626111233,0.001102049812651532,0.05142899125707149,0.012563367864227463,0.001836749687752553,0.05326574094482404,0.183454558812725,0.001102049812651532,0.00029387995004040847,0.03386966424215708
chlorphenesin,0.0036101083032490976,0.009025270758122744,0.0018050541516245488,0.010830324909747292,0.0018050541516245488,0.019855595667870037,0.1967509025270758,0.1371841155234657,0.007220216606498195,0.018050541516245487,0.0036101083032490976,0.0018050541516245488,0.007220216606498195,0.010830324909747292,0.007220216606498195,0.0,0.3212996389891697,0.0018050541516245488,0.0,0.03429602888086643,0.005415162454873646,0.005415162454873646,0.03429602888086643,0.14259927797833935,0.0,0.0018050541516245488,0.016245487364620937
chlorproguanil,0.1,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.125,0.0,0.0,0.0,0.075,0.05,0.0,0.0,0.125,0.0,0.0,0.0,0.075,0.0,0.0,0.05,0.0,0.0,0.025
chlorprothixene,0.012145748987854251,0.06976019931485518,0.003425724073497353,0.003425724073497353,0.0015571473061351605,0.01806290875116786,0.049517284335098104,0.07941451261289317,0.015882902522578637,0.0021800062285892243,0.006851448146994706,0.14356898162566178,0.05512301463718468,0.016194331983805668,0.016817190906259733,0.0012457178449081284,0.19869199626284648,0.002802865151043289,0.0003114294612270321,0.16132046091560262,0.016817190906259733,0.011834319526627219,0.02709436312675179,0.03674867642478979,0.0012457178449081284,0.003737153534724385,0.04422298349423855
chlorquinaldol,0.024390243902439025,0.0,0.024390243902439025,0.0,0.0,0.0975609756097561,0.04878048780487805,0.0975609756097561,0.0,0.0,0.07317073170731707,0.0,0.0,0.024390243902439025,0.024390243902439025,0.0,0.1951219512195122,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.36585365853658536,0.0,0.0,0.0
chlortetracycline,0.003683241252302026,0.016574585635359115,0.0,0.001841620626151013,0.0,0.15653775322283608,0.08287292817679558,0.10128913443830571,0.0,0.02578268876611418,0.03130755064456722,0.007366482504604052,0.001841620626151013,0.003683241252302026,0.011049723756906077,0.0,0.0055248618784530384,0.0,0.003683241252302026,0.001841620626151013,0.0055248618784530384,0.009208103130755065,0.02578268876611418,0.4990791896869245,0.0,0.0,0.0055248618784530384
